season,matchweek,home_club,away_club,final_score,goal_club,goal_scorer,minute
1995-1996,30,Aston Villa,QPR,4:2,Aston Villa,Steve Yates,81
1995-1996,30,Chelsea,Man City,1:1,Chelsea,Ruud Gullit,23
1995-1996,30,Chelsea,Man City,1:1,Man City,Nigel Clough,42
1995-1996,30,Bolton,Spurs,2:3,Spurs,David Howells,17
1995-1996,30,Bolton,Spurs,2:3,Spurs,Ruel Fox,54
1995-1996,30,Bolton,Spurs,2:3,Spurs,Chris Armstrong,60
1995-1996,30,Bolton,Spurs,2:3,Bolton,Alan Stubbs,74
1995-1996,30,Bolton,Spurs,2:3,Bolton,Scott Sellars,84
1995-1996,30,Southampton,Sheff Wed,0:1,Sheff Wed,Marc Degryse,1
1995-1996,30,Blackburn,Wimbledon FC,3:2,Blackburn,Alan Shearer,13
1995-1996,30,Blackburn,Wimbledon FC,3:2,Wimbledon FC,Robbie Earle,22
1995-1996,30,Blackburn,Wimbledon FC,3:2,Blackburn,Alan Shearer,46
1995-1996,30,Blackburn,Wimbledon FC,3:2,Wimbledon FC,Marcus Gayle,48
1995-1996,30,Blackburn,Wimbledon FC,3:2,Blackburn,Graham Fenton,58
1995-1996,30,Man Utd,Leeds,1:0,Man Utd,Roy Keane,72
1995-1996,30,Nottm Forest,Newcastle,1:1,Newcastle,Peter Beardsley,32
1995-1996,30,Nottm Forest,Newcastle,1:1,Nottm Forest,Ian Woan,75
1995-1996,31,Wimbledon FC,Arsenal,0:3,Arsenal,Nigel Winterburn,60
1995-1996,31,Wimbledon FC,Arsenal,0:3,Arsenal,David Platt,65
1995-1996,31,Wimbledon FC,Arsenal,0:3,Arsenal,Dennis Bergkamp,83
1995-1996,31,Sheff Wed,Aston Villa,2:0,Sheff Wed,Guy Whittingham,58
1995-1996,31,Sheff Wed,Aston Villa,2:0,Sheff Wed,David Hirst,87
1995-1996,31,Spurs,Blackburn,2:3,Blackburn,Alan Shearer,7
1995-1996,31,Spurs,Blackburn,2:3,Blackburn,Alan Shearer,34
1995-1996,31,Spurs,Blackburn,2:3,Spurs,Teddy Sheringham,62
1995-1996,31,Spurs,Blackburn,2:3,Spurs,Chris Armstrong,80
1995-1996,31,Spurs,Blackburn,2:3,Blackburn,Alan Shearer,90
1995-1996,31,Coventry,Bolton,0:2,Bolton,Alan Stubbs,66
1995-1996,31,Coventry,Bolton,0:2,Bolton,Alan Stubbs,70
1995-1996,31,Liverpool,Chelsea,2:0,Liverpool,Mark Wright,53
1995-1996,31,Liverpool,Chelsea,2:0,Liverpool,Robbie Fowler,62
1995-1996,31,QPR,Man Utd,1:1,QPR,Denis Irwin,63
1995-1996,31,QPR,Man Utd,1:1,Man Utd,Eric Cantona,90
1995-1996,31,Middlesbrough,Nottm Forest,1:1,Nottm Forest,Chris Allen,56
1995-1996,31,Middlesbrough,Nottm Forest,1:1,Middlesbrough,Robbie Mustoe,57
1995-1996,31,Man City,Southampton,2:1,Man City,Giorgi Kinkladze,33
1995-1996,31,Man City,Southampton,2:1,Man City,Giorgi Kinkladze,39
1995-1996,31,Man City,Southampton,2:1,Southampton,Paul Tisdale,66
1995-1996,31,Leeds,Everton,2:2,Leeds,Brian Deane,6
1995-1996,31,Leeds,Everton,2:2,Everton,Graham Stuart,28
1995-1996,31,Leeds,Everton,2:2,Leeds,Brian Deane,45
1995-1996,31,Leeds,Everton,2:2,Everton,Andrey Kanchelskis,50
1995-1996,31,Newcastle,West Ham,3:0,Newcastle,Philippe Albert,21
1995-1996,31,Newcastle,West Ham,3:0,Newcastle,Faustino Asprilla,55
1995-1996,31,Newcastle,West Ham,3:0,Newcastle,Les Ferdinand,65
1995-1996,32,Blackburn,Leeds,1:0,Blackburn,Graham Fenton,47
1995-1996,32,Southampton,Coventry,1:0,Southampton,Jason Dodd,2
1995-1996,32,Nottm Forest,Liverpool,1:0,Nottm Forest,Steve Stone,42
1995-1996,32,West Ham,Man City,4:2,West Ham,Iain Dowie,21
1995-1996,32,West Ham,Man City,4:2,West Ham,Iain Dowie,53
1995-1996,32,West Ham,Man City,4:2,Man City,Niall Quinn,75
1995-1996,32,West Ham,Man City,4:2,West Ham,Julian Dicks,84
1995-1996,32,West Ham,Man City,4:2,West Ham,Dani,85
1995-1996,32,West Ham,Man City,4:2,Man City,Niall Quinn,90
1995-1996,32,Arsenal,Newcastle,2:0,Arsenal,Scott Marshall,2
1995-1996,32,Arsenal,Newcastle,2:0,Arsenal,Ian Wright,17
1995-1996,32,Chelsea,QPR,1:1,Chelsea,John Spencer,8
1995-1996,32,Chelsea,QPR,1:1,QPR,Simon Barker,19
1995-1996,32,Bolton,Sheff Wed,2:1,Sheff Wed,Guy Whittingham,36
1995-1996,32,Bolton,Sheff Wed,2:1,Bolton,Scott Sellars,45
1995-1996,32,Bolton,Sheff Wed,2:1,Bolton,Sasa Curcic,52
1995-1996,32,Everton,Wimbledon FC,2:4,Wimbledon FC,Marcus Gayle,12
1995-1996,32,Everton,Wimbledon FC,2:4,Everton,Craig Short,21
1995-1996,32,Everton,Wimbledon FC,2:4,Everton,Andrey Kanchelskis,61
1995-1996,32,Everton,Wimbledon FC,2:4,Wimbledon FC,Stewart Castledine,64
1995-1996,32,Everton,Wimbledon FC,2:4,Wimbledon FC,Andy Clarke,85
1995-1996,32,Everton,Wimbledon FC,2:4,Wimbledon FC,Jon Goodman,88
1995-1996,32,Man Utd,Spurs,1:0,Man Utd,Eric Cantona,50
1995-1996,33,Man Utd,Arsenal,1:0,Man Utd,Eric Cantona,66
1995-1996,33,Wimbledon FC,Nottm Forest,1:0,Wimbledon FC,Dean Holdsworth,81
1995-1996,33,QPR,Southampton,3:0,QPR,Rufus Brevett,23
1995-1996,33,QPR,Southampton,3:0,QPR,Danny Dichio,60
1995-1996,33,QPR,Southampton,3:0,QPR,Kevin Gallen,77
1995-1996,33,Spurs,Coventry,3:1,Coventry,Dion Dublin,21
1995-1996,33,Spurs,Coventry,3:1,Spurs,Teddy Sheringham,50
1995-1996,33,Spurs,Coventry,3:1,Spurs,Ruel Fox,51
1995-1996,33,Spurs,Coventry,3:1,Spurs,Ruel Fox,65
1995-1996,33,Blackburn,Everton,0:3,Everton,Daniel Amokachi,71
1995-1996,33,Blackburn,Everton,0:3,Everton,Andrey Kanchelskis,74
1995-1996,33,Blackburn,Everton,0:3,Everton,Andrey Kanchelskis,90
1995-1996,33,Bolton,Man City,1:1,Man City,Niall Quinn,2
1995-1996,33,Bolton,Man City,1:1,Bolton,John McGinlay,74
1995-1996,33,Leeds,Middlesbrough,0:1,Middlesbrough,Graham Kavanagh,4
1995-1996,33,Liverpool,Newcastle,4:3,Liverpool,Robbie Fowler,2
1995-1996,33,Liverpool,Newcastle,4:3,Newcastle,Les Ferdinand,10
1995-1996,33,Liverpool,Newcastle,4:3,Newcastle,David Ginola,14
1995-1996,33,Liverpool,Newcastle,4:3,Liverpool,Robbie Fowler,55
1995-1996,33,Liverpool,Newcastle,4:3,Newcastle,Faustino Asprilla,57
1995-1996,33,Liverpool,Newcastle,4:3,Liverpool,Stan Collymore,68
1995-1996,33,Liverpool,Newcastle,4:3,Liverpool,Stan Collymore,90+2
1995-1996,33,Aston Villa,West Ham,1:1,Aston Villa,Paul McGrath,27
1995-1996,33,Aston Villa,West Ham,1:1,West Ham,Tony Cottee,85
1995-1996,34,Middlesbrough,Sheff Wed,3:1,Middlesbrough,Jan Aage Fjortoft,54
1995-1996,34,Middlesbrough,Sheff Wed,3:1,Sheff Wed,Mark Pembridge,55
1995-1996,34,Middlesbrough,Sheff Wed,3:1,Middlesbrough,Jan Aage Fjortoft,65
1995-1996,34,Middlesbrough,Sheff Wed,3:1,Middlesbrough,Chris Freestone,71
1995-1996,34,Chelsea,Aston Villa,1:2,Chelsea,John Spencer,6
1995-1996,34,Chelsea,Aston Villa,1:2,Aston Villa,Savo Milosevic,39
1995-1996,34,Chelsea,Aston Villa,1:2,Aston Villa,Dwight Yorke,60
1995-1996,34,Southampton,Blackburn,1:0,Southampton,Matt Le Tissier,80
1995-1996,34,Everton,Bolton,3:0,Everton,Marc Hottiger,21
1995-1996,34,Everton,Bolton,3:0,Everton,Andrey Kanchelskis,85
1995-1996,34,Everton,Bolton,3:0,Everton,Daniel Amokachi,90
1995-1996,34,Arsenal,Leeds,2:1,Arsenal,Ian Wright,44
1995-1996,34,Arsenal,Leeds,2:1,Leeds,Brian Deane,55
1995-1996,34,Arsenal,Leeds,2:1,Arsenal,Ian Wright,90
1995-1996,34,Coventry,Liverpool,1:0,Coventry,Noel Whelan,18
1995-1996,34,Man City,Man Utd,2:3,Man Utd,Eric Cantona,6
1995-1996,34,Man City,Man Utd,2:3,Man City,Mikheil Kavelashvili,39
1995-1996,34,Man City,Man Utd,2:3,Man Utd,Andy Cole,40
1995-1996,34,Man City,Man Utd,2:3,Man City,Uwe Rosler,71
1995-1996,34,Man City,Man Utd,2:3,Man Utd,Ryan Giggs,77
1995-1996,34,Newcastle,QPR,2:1,QPR,Ian Holloway,53
1995-1996,34,Newcastle,QPR,2:1,Newcastle,Peter Beardsley,77
1995-1996,34,Newcastle,QPR,2:1,Newcastle,Peter Beardsley,82
1995-1996,34,Nottm Forest,Spurs,2:1,Nottm Forest,Steve Stone,40
1995-1996,34,Nottm Forest,Spurs,2:1,Nottm Forest,Ian Woan,62
1995-1996,34,Nottm Forest,Spurs,2:1,Spurs,Chris Armstrong,80
1995-1996,34,West Ham,Wimbledon FC,1:1,West Ham,Julian Dicks,7
1995-1996,34,West Ham,Wimbledon FC,1:1,Wimbledon FC,Vinnie Jones,11
1995-1996,35,Blackburn,Newcastle,2:1,Newcastle,David Batty,76
1995-1996,35,Blackburn,Newcastle,2:1,Blackburn,Graham Fenton,86
1995-1996,35,Blackburn,Newcastle,2:1,Blackburn,Graham Fenton,89
1995-1996,35,Sheff Wed,Arsenal,1:0,Sheff Wed,Marc Degryse,61
1995-1996,35,Spurs,Middlesbrough,1:1,Spurs,Chris Armstrong,84
1995-1996,35,Spurs,Middlesbrough,1:1,Middlesbrough,Phil Whelan,85
1995-1996,35,Bolton,Chelsea,2:1,Chelsea,John Spencer,14
1995-1996,35,Bolton,Chelsea,2:1,Bolton,John McGinlay,40
1995-1996,35,Bolton,Chelsea,2:1,Bolton,Sasa Curcic,45
1995-1996,35,Man Utd,Coventry,1:0,Man Utd,Eric Cantona,47
1995-1996,35,QPR,Everton,3:1,QPR,Kevin Gallen,15
1995-1996,35,QPR,Everton,3:1,QPR,Mark Hateley,42
1995-1996,35,QPR,Everton,3:1,QPR,Andy Impey,61
1995-1996,35,QPR,Everton,3:1,Everton,John Ebbrell,78
1995-1996,35,Wimbledon FC,Man City,3:0,Wimbledon FC,Robbie Earle,40
1995-1996,35,Wimbledon FC,Man City,3:0,Wimbledon FC,Robbie Earle,48
1995-1996,35,Wimbledon FC,Man City,3:0,Wimbledon FC,Efan Ekoku,53
1995-1996,35,Leeds,Nottm Forest,1:3,Leeds,David Wetherall,10
1995-1996,35,Leeds,Nottm Forest,1:3,Nottm Forest,Colin Cooper,18
1995-1996,35,Leeds,Nottm Forest,1:3,Nottm Forest,Jason Lee,30
1995-1996,35,Leeds,Nottm Forest,1:3,Nottm Forest,Ian Woan,66
1995-1996,35,Aston Villa,Southampton,3:0,Aston Villa,Ian Taylor,63
1995-1996,35,Aston Villa,Southampton,3:0,Aston Villa,Gary Charles,78
1995-1996,35,Aston Villa,Southampton,3:0,Aston Villa,Dwight Yorke,81
1995-1996,35,Liverpool,West Ham,2:0,Liverpool,Stan Collymore,22
1995-1996,35,Liverpool,West Ham,2:0,Liverpool,John Barnes,38
1995-1996,36,Nottm Forest,Blackburn,1:5,Blackburn,Alan Shearer,27
1995-1996,36,Nottm Forest,Blackburn,1:5,Blackburn,Billy McKinlay,31
1995-1996,36,Nottm Forest,Blackburn,1:5,Nottm Forest,Ian Woan,41
1995-1996,36,Nottm Forest,Blackburn,1:5,Blackburn,Jason Wilcox,45
1995-1996,36,Nottm Forest,Blackburn,1:5,Blackburn,Jason Wilcox,68
1995-1996,36,Nottm Forest,Blackburn,1:5,Blackburn,Graham Fenton,83
1995-1996,36,West Ham,Bolton,1:0,West Ham,Tony Cottee,28
1995-1996,36,Chelsea,Leeds,4:1,Chelsea,Mark Hughes,18
1995-1996,36,Chelsea,Leeds,4:1,Chelsea,John Spencer,20
1995-1996,36,Chelsea,Leeds,4:1,Chelsea,Mark Hughes,34
1995-1996,36,Chelsea,Leeds,4:1,Chelsea,Mark Hughes,48
1995-1996,36,Chelsea,Leeds,4:1,Leeds,Gary McAllister,66
1995-1996,36,Southampton,Man Utd,3:1,Southampton,Ken Monkou,11
1995-1996,36,Southampton,Man Utd,3:1,Southampton,Neil Shipperley,23
1995-1996,36,Southampton,Man Utd,3:1,Southampton,Matt Le Tissier,43
1995-1996,36,Southampton,Man Utd,3:1,Man Utd,Ryan Giggs,81
1995-1996,36,Coventry,QPR,1:0,Coventry,Eoin Jess,69
1995-1996,36,Man City,Sheff Wed,1:0,Man City,Uwe Rosler,64
1995-1996,36,Middlesbrough,Wimbledon FC,1:2,Wimbledon FC,Robbie Earle,11
1995-1996,36,Middlesbrough,Wimbledon FC,1:2,Middlesbrough,Curtis Fleming,23
1995-1996,36,Middlesbrough,Wimbledon FC,1:2,Wimbledon FC,Efan Ekoku,62
1995-1996,36,Newcastle,Aston Villa,1:0,Newcastle,Les Ferdinand,64
1995-1996,36,Everton,Liverpool,1:1,Everton,Andrey Kanchelskis,18
1995-1996,36,Everton,Liverpool,1:1,Liverpool,Robbie Fowler,87
1995-1996,37,Blackburn,Arsenal,1:1,Blackburn,Kevin Gallacher,12
1995-1996,37,Blackburn,Arsenal,1:1,Arsenal,Ian Wright,74
1995-1996,37,Spurs,Chelsea,1:1,Chelsea,Mark Hughes,35
1995-1996,37,Spurs,Chelsea,1:1,Spurs,Chris Armstrong,72
1995-1996,37,Wimbledon FC,Coventry,0:2,Coventry,Peter Ndlovu,52
1995-1996,37,Wimbledon FC,Coventry,0:2,Coventry,Peter Ndlovu,88
1995-1996,37,Sheff Wed,Everton,2:5,Everton,Daniel Amokachi,4
1995-1996,37,Sheff Wed,Everton,2:5,Sheff Wed,David Hirst,9
1995-1996,37,Sheff Wed,Everton,2:5,Everton,John Ebbrell,10
1995-1996,37,Sheff Wed,Everton,2:5,Everton,Andrey Kanchelskis,21
1995-1996,37,Sheff Wed,Everton,2:5,Everton,Andrey Kanchelskis,54
1995-1996,37,Sheff Wed,Everton,2:5,Sheff Wed,Marc Degryse,64
1995-1996,37,Sheff Wed,Everton,2:5,Everton,Andrey Kanchelskis,66
1995-1996,37,Aston Villa,Man City,0:1,Man City,Steve Lomas,69
1995-1996,37,Liverpool,Middlesbrough,1:0,Liverpool,Stan Collymore,70
1995-1996,37,Bolton,Southampton,0:1,Southampton,Matt Le Tissier,26
1995-1996,37,QPR,West Ham,3:0,QPR,Karl Ready,59
1995-1996,37,QPR,West Ham,3:0,QPR,Kevin Gallen,70
1995-1996,37,QPR,West Ham,3:0,QPR,Kevin Gallen,78
1995-1996,37,Man Utd,Nottm Forest,5:0,Man Utd,Paul Scholes,42
1995-1996,37,Man Utd,Nottm Forest,5:0,Man Utd,David Beckham,44
1995-1996,37,Man Utd,Nottm Forest,5:0,Man Utd,David Beckham,55
1995-1996,37,Man Utd,Nottm Forest,5:0,Man Utd,Ryan Giggs,70
1995-1996,37,Man Utd,Nottm Forest,5:0,Man Utd,Eric Cantona,90
1995-1996,37,Leeds,Newcastle,0:1,Newcastle,Keith Gillespie,17
1995-1996,38,Everton,Aston Villa,1:0,Everton,Joe Parkinson,78
1995-1996,38,Chelsea,Blackburn,2:3,Chelsea,Dennis Wise,34
1995-1996,38,Chelsea,Blackburn,2:3,Blackburn,Tim Sherwood,36
1995-1996,38,Chelsea,Blackburn,2:3,Blackburn,Billy McKinlay,47
1995-1996,38,Chelsea,Blackburn,2:3,Blackburn,Graham Fenton,59
1995-1996,38,Chelsea,Blackburn,2:3,Chelsea,John Spencer,88
1995-1996,38,Arsenal,Bolton,2:1,Bolton,Andy Todd,76
1995-1996,38,Arsenal,Bolton,2:1,Arsenal,David Platt,82
1995-1996,38,Arsenal,Bolton,2:1,Arsenal,Dennis Bergkamp,84
1995-1996,38,Man City,Liverpool,2:2,Liverpool,Steve Lomas,6
1995-1996,38,Man City,Liverpool,2:2,Liverpool,Ian Rush,41
1995-1996,38,Man City,Liverpool,2:2,Man City,Uwe Rosler,71
1995-1996,38,Man City,Liverpool,2:2,Man City,Kit Symons,78
1995-1996,38,Middlesbrough,Man Utd,0:3,Man Utd,David may,13
1995-1996,38,Middlesbrough,Man Utd,0:3,Man Utd,Andy Cole,53
1995-1996,38,Middlesbrough,Man Utd,0:3,Man Utd,Ryan Giggs,80
1995-1996,38,Nottm Forest,QPR,3:0,Nottm Forest,Steve Stone,44
1995-1996,38,Nottm Forest,QPR,3:0,Nottm Forest,Bryan Roy,63
1995-1996,38,Nottm Forest,QPR,3:0,Nottm Forest,Bobby Howe,77
1995-1996,38,West Ham,Sheff Wed,1:1,West Ham,Julian Dicks,72
1995-1996,38,West Ham,Sheff Wed,1:1,Sheff Wed,Jon Newsome,89
1995-1996,38,Newcastle,Spurs,1:1,Spurs,Jason Dozzell,57
1995-1996,38,Newcastle,Spurs,1:1,Newcastle,Les Ferdinand,71
1996-1997,1,Arsenal,West Ham,2:0,Arsenal,John Hartson,27
1996-1997,1,Arsenal,West Ham,2:0,Arsenal,Dennis Bergkamp,40
1996-1997,1,Blackburn,Spurs,0:2,Spurs,Chris Armstrong,33
1996-1997,1,Blackburn,Spurs,0:2,Spurs,Chris Armstrong,67
1996-1997,1,Coventry,Nottm Forest,0:3,Nottm Forest,Kevin Campbell,13
1996-1997,1,Coventry,Nottm Forest,0:3,Nottm Forest,Kevin Campbell,36
1996-1997,1,Coventry,Nottm Forest,0:3,Nottm Forest,Kevin Campbell,47
1996-1997,1,Derby,Leeds,3:3,Leeds,Jacob Laursen,19
1996-1997,1,Derby,Leeds,3:3,Leeds,Ian Harte,72
1996-1997,1,Derby,Leeds,3:3,Derby,Dean Sturridge,77
1996-1997,1,Derby,Leeds,3:3,Derby,Paul Simpson,78
1996-1997,1,Derby,Leeds,3:3,Leeds,Lee Bowyer,85
1996-1997,1,Derby,Leeds,3:3,Derby,Dean Sturridge,88
1996-1997,1,Everton,Newcastle,2:0,Everton,David Unsworth,29
1996-1997,1,Everton,Newcastle,2:0,Everton,Gary Speed,40
1996-1997,1,Middlesbrough,Liverpool,3:3,Liverpool,Stig Inge Bjornebye,4
1996-1997,1,Middlesbrough,Liverpool,3:3,Middlesbrough,Fabrizio Ravanelli,26
1996-1997,1,Middlesbrough,Liverpool,3:3,Liverpool,John Barnes,29
1996-1997,1,Middlesbrough,Liverpool,3:3,Middlesbrough,Fabrizio Ravanelli,36
1996-1997,1,Middlesbrough,Liverpool,3:3,Liverpool,Robbie Fowler,65
1996-1997,1,Middlesbrough,Liverpool,3:3,Middlesbrough,Fabrizio Ravanelli,81
1996-1997,1,Sheff Wed,Aston Villa,2:1,Sheff Wed,Ritchie Humphreys,56
1996-1997,1,Sheff Wed,Aston Villa,2:1,Sheff Wed,Guy Whittingham,84
1996-1997,1,Sheff Wed,Aston Villa,2:1,Aston Villa,Tommy Johnson,88
1996-1997,1,Wimbledon FC,Man Utd,0:3,Man Utd,Eric Cantona,25
1996-1997,1,Wimbledon FC,Man Utd,0:3,Man Utd,Denis Irwin,58
1996-1997,1,Wimbledon FC,Man Utd,0:3,Man Utd,David Beckham,90
1996-1997,2,Liverpool,Arsenal,2:0,Liverpool,Steve McManaman,68
1996-1997,2,Liverpool,Arsenal,2:0,Liverpool,Steve McManaman,74
1996-1997,2,Leeds,Sheff Wed,0:2,Sheff Wed,Ritchie Humphreys,14
1996-1997,2,Leeds,Sheff Wed,0:2,Sheff Wed,Andy Booth,90
1996-1997,2,Aston Villa,Blackburn,1:0,Aston Villa,Gareth Southgate,64
1996-1997,2,Chelsea,Middlesbrough,1:0,Chelsea,Roberto Di Matteo,86
1996-1997,2,Leicester,Southampton,2:1,Leicester,Emile Heskey,6
1996-1997,2,Leicester,Southampton,2:1,Leicester,Emile Heskey,42
1996-1997,2,Leicester,Southampton,2:1,Southampton,Matt Le Tissier,68
1996-1997,2,Man Utd,Everton,2:2,Everton,Duncan Ferguson,35
1996-1997,2,Man Utd,Everton,2:2,Everton,Duncan Ferguson,41
1996-1997,2,Man Utd,Everton,2:2,Man Utd,Jordi Cruyff,70
1996-1997,2,Man Utd,Everton,2:2,Man Utd,David Unsworth,82
1996-1997,2,Newcastle,Wimbledon FC,2:0,Newcastle,David Batty,3
1996-1997,2,Newcastle,Wimbledon FC,2:0,Newcastle,Alan Shearer,88
1996-1997,2,Nottm Forest,Sunderland,1:4,Sunderland,Michael Gray,8
1996-1997,2,Nottm Forest,Sunderland,1:4,Sunderland,Niall Quinn,17
1996-1997,2,Nottm Forest,Sunderland,1:4,Nottm Forest,Alf Inge Haaland,27
1996-1997,2,Nottm Forest,Sunderland,1:4,Sunderland,Niall Quinn,31
1996-1997,2,Nottm Forest,Sunderland,1:4,Sunderland,Richard Ord,43
1996-1997,2,Spurs,Derby,1:1,Spurs,Teddy Sheringham,34
1996-1997,2,Spurs,Derby,1:1,Derby,Christian Dailly,90
1996-1997,2,West Ham,Coventry,1:1,Coventry,Gary McAllister,12
1996-1997,2,West Ham,Coventry,1:1,West Ham,Marc Rieper,74
1996-1997,3,Aston Villa,Derby,2:0,Aston Villa,Julian Joachim,19
1996-1997,3,Aston Villa,Derby,2:0,Aston Villa,Tommy Johnson,47
1996-1997,3,Chelsea,Coventry,2:0,Chelsea,Frank Leboeuf,29
1996-1997,3,Chelsea,Coventry,2:0,Chelsea,Gianluca Vialli,74
1996-1997,3,Leicester,Arsenal,0:2,Arsenal,Dennis Bergkamp,27
1996-1997,3,Leicester,Arsenal,0:2,Arsenal,Ian Wright,90
1996-1997,3,Newcastle,Sheff Wed,1:2,Newcastle,Alan Shearer,13
1996-1997,3,Newcastle,Sheff Wed,1:2,Sheff Wed,Peter Atherton,15
1996-1997,3,Newcastle,Sheff Wed,1:2,Sheff Wed,Guy Whittingham,80
1996-1997,3,Nottm Forest,Middlesbrough,1:1,Middlesbrough,Juninho Paulista,49
1996-1997,3,Nottm Forest,Middlesbrough,1:1,Nottm Forest,Stuart Pearce,68
1996-1997,3,West Ham,Southampton,2:1,Southampton,Neil Heaney,19
1996-1997,3,West Ham,Southampton,2:1,West Ham,Michael Hughes,73
1996-1997,3,West Ham,Southampton,2:1,West Ham,Julian Dicks,81
1996-1997,3,Man Utd,Blackburn,2:2,Blackburn,Paul Warhurst,34
1996-1997,3,Man Utd,Blackburn,2:2,Man Utd,Jordi Cruyff,39
1996-1997,3,Man Utd,Blackburn,2:2,Blackburn,Lars Bohinen,51
1996-1997,3,Man Utd,Blackburn,2:2,Man Utd,Ole Gunnar Solskjaer,70
1996-1997,3,Leeds,Wimbledon FC,1:0,Leeds,Lee Sharpe,58
1996-1997,4,Sheff Wed,Leicester,2:1,Sheff Wed,Andy Booth,1
1996-1997,4,Sheff Wed,Leicester,2:1,Sheff Wed,Ritchie Humphreys,25
1996-1997,4,Sheff Wed,Leicester,2:1,Leicester,Steve Claridge,28
1996-1997,4,Arsenal,Chelsea,3:3,Chelsea,Frank Leboeuf,6
1996-1997,4,Arsenal,Chelsea,3:3,Chelsea,Gianluca Vialli,30
1996-1997,4,Arsenal,Chelsea,3:3,Arsenal,Paul Merson,44
1996-1997,4,Arsenal,Chelsea,3:3,Arsenal,Martin Keown,64
1996-1997,4,Arsenal,Chelsea,3:3,Arsenal,Ian Wright,77
1996-1997,4,Arsenal,Chelsea,3:3,Chelsea,Dennis Wise,90
1996-1997,4,Blackburn,Leeds,0:1,Leeds,Ian Harte,40
1996-1997,4,Sunderland,Newcastle,1:2,Sunderland,Martin Scott,19
1996-1997,4,Sunderland,Newcastle,1:2,Newcastle,Peter Beardsley,52
1996-1997,4,Sunderland,Newcastle,1:2,Newcastle,Les Ferdinand,62
1996-1997,4,Wimbledon FC,Spurs,1:0,Wimbledon FC,Robbie Earle,3
1996-1997,4,Coventry,Liverpool,0:1,Liverpool,Phil Babb,68
1996-1997,4,Derby,Man Utd,1:1,Derby,Jacob Laursen,25
1996-1997,4,Derby,Man Utd,1:1,Man Utd,David Beckham,38
1996-1997,4,Everton,Aston Villa,0:1,Aston Villa,Ugo Ehiogu,62
1996-1997,4,Middlesbrough,West Ham,4:1,Middlesbrough,Juninho Paulista,12
1996-1997,4,Middlesbrough,West Ham,4:1,Middlesbrough,Robbie Mustoe,28
1996-1997,4,Middlesbrough,West Ham,4:1,Middlesbrough,Fabrizio Ravanelli,52
1996-1997,4,Middlesbrough,West Ham,4:1,West Ham,Michael Hughes,57
1996-1997,4,Middlesbrough,West Ham,4:1,Middlesbrough,Phil Stamp,81
1996-1997,4,Southampton,Nottm Forest,2:2,Nottm Forest,Kevin Campbell,4
1996-1997,4,Southampton,Nottm Forest,2:2,Nottm Forest,Dean Saunders,23
1996-1997,4,Southampton,Nottm Forest,2:2,Southampton,Richard Dryden,53
1996-1997,4,Southampton,Nottm Forest,2:2,Southampton,Matt Le Tissier,89
1996-1997,5,Aston Villa,Arsenal,2:2,Aston Villa,Savo Milosevic,39
1996-1997,5,Aston Villa,Arsenal,2:2,Aston Villa,Savo Milosevic,63
1996-1997,5,Aston Villa,Arsenal,2:2,Arsenal,Paul Merson,70
1996-1997,5,Aston Villa,Arsenal,2:2,Arsenal,Andy Linighan,90
1996-1997,5,Leeds,Man Utd,0:4,Man Utd,Nigel Martyn,3
1996-1997,5,Leeds,Man Utd,0:4,Man Utd,Nicky Butt,49
1996-1997,5,Leeds,Man Utd,0:4,Man Utd,Karel Poborsky,77
1996-1997,5,Leeds,Man Utd,0:4,Man Utd,Eric Cantona,90
1996-1997,5,Liverpool,Southampton,2:1,Liverpool,Stan Collymore,39
1996-1997,5,Liverpool,Southampton,2:1,Southampton,Jim Magilton,58
1996-1997,5,Liverpool,Southampton,2:1,Liverpool,Steve McManaman,89
1996-1997,5,Middlesbrough,Coventry,4:0,Middlesbrough,Fabrizio Ravanelli,3
1996-1997,5,Middlesbrough,Coventry,4:0,Middlesbrough,Juninho Paulista,28
1996-1997,5,Middlesbrough,Coventry,4:0,Middlesbrough,Fabrizio Ravanelli,73
1996-1997,5,Middlesbrough,Coventry,4:0,Middlesbrough,Juninho Paulista,80
1996-1997,5,Sheff Wed,Chelsea,0:2,Chelsea,Craig Burley,28
1996-1997,5,Sheff Wed,Chelsea,0:2,Chelsea,Andy Myers,83
1996-1997,5,Spurs,Newcastle,1:2,Spurs,Rory Allen,28
1996-1997,5,Spurs,Newcastle,1:2,Newcastle,Les Ferdinand,37
1996-1997,5,Spurs,Newcastle,1:2,Newcastle,Les Ferdinand,61
1996-1997,5,Wimbledon FC,Everton,4:0,Wimbledon FC,Neal Ardley,32
1996-1997,5,Wimbledon FC,Everton,4:0,Wimbledon FC,Marcus Gayle,46
1996-1997,5,Wimbledon FC,Everton,4:0,Wimbledon FC,Robbie Earle,59
1996-1997,5,Wimbledon FC,Everton,4:0,Wimbledon FC,Efan Ekoku,73
1996-1997,5,Blackburn,Derby,1:2,Derby,Ron Willems,1
1996-1997,5,Blackburn,Derby,1:2,Blackburn,Chris Sutton,11
1996-1997,5,Blackburn,Derby,1:2,Derby,Sean Flynn,85
1996-1997,6,Coventry,Leeds,2:1,Leeds,Andrew Couzens,1
1996-1997,6,Coventry,Leeds,2:1,Coventry,John Salako,57
1996-1997,6,Coventry,Leeds,2:1,Coventry,Noel Whelan,65
1996-1997,6,Derby,Sunderland,1:0,Derby,Aljosa Asanovic,84
